date,country,sector,MtCO2 per day
10/05/2022,United States,Industry,2.39928
10/05/2022,United States,International Aviation,0.180654
10/05/2022,United States,Power,3.34417
10/05/2022,United States,Residential,1.83148
11/05/2022,United States,Domestic Aviation,0.432952
11/05/2022,United States,Ground Transport,4.8635
11/05/2022,United States,Industry,2.63378
11/05/2022,United States,International Aviation,0.180144
11/05/2022,United States,Power,3.67101
11/05/2022,United States,Residential,1.45166
12/05/2022,United States,Domestic Aviation,0.445884
12/05/2022,United States,Ground Transport,4.90776
12/05/2022,United States,Industry,2.71958
12/05/2022,United States,International Aviation,0.186134
12/05/2022,United States,Power,3.79061
12/05/2022,United States,Residential,0.942658
13/05/2022,United States,Domestic Aviation,0.448047
13/05/2022,United States,Ground Transport,4.91949
13/05/2022,United States,Industry,2.68502
13/05/2022,United States,International Aviation,0.186182
13/05/2022,United States,Power,3.74243
13/05/2022,United States,Residential,0.723826
14/05/2022,United States,Domestic Aviation,0.402839
14/05/2022,United States,Ground Transport,3.84345
14/05/2022,United States,Industry,2.8338
14/05/2022,United States,International Aviation,0.186333
14/05/2022,United States,Power,3.94981
14/05/2022,United States,Residential,0.466483
15/05/2022,United States,Domestic Aviation,0.379329
15/05/2022,United States,Ground Transport,3.9208
15/05/2022,United States,Industry,2.77381
15/05/2022,United States,International Aviation,0.186973
15/05/2022,United States,Power,3.86619
15/05/2022,United States,Residential,0.361335
16/05/2022,United States,Domestic Aviation,0.406035
16/05/2022,United States,Ground Transport,3.73716
16/05/2022,United States,Industry,2.68941
16/05/2022,United States,International Aviation,0.188787
16/05/2022,United States,Power,3.74855
16/05/2022,United States,Residential,0.439018
17/05/2022,United States,Domestic Aviation,0.432379
17/05/2022,United States,Ground Transport,4.6307
17/05/2022,United States,Industry,2.83238
17/05/2022,United States,International Aviation,0.181117
17/05/2022,United States,Power,3.94783
17/05/2022,United States,Residential,0.918357
18/05/2022,United States,Domestic Aviation,0.438967
18/05/2022,United States,Ground Transport,4.8635
18/05/2022,United States,Industry,2.7177
18/05/2022,United States,International Aviation,0.184913
18/05/2022,United States,Power,3.78798
18/05/2022,United States,Residential,1.23455
19/05/2022,United States,Domestic Aviation,0.446879
19/05/2022,United States,Ground Transport,4.90776
19/05/2022,United States,Industry,2.91417
19/05/2022,United States,International Aviation,0.19015
19/05/2022,United States,Power,4.06183
19/05/2022,United States,Residential,0.987696
20/05/2022,United States,Domestic Aviation,0.445079
20/05/2022,United States,Ground Transport,4.91949
20/05/2022,United States,Industry,2.89349
20/05/2022,United States,International Aviation,0.188463
20/05/2022,United States,Power,4.033
20/05/2022,United States,Residential,1.10376
21/05/2022,United States,Domestic Aviation,0.389643
21/05/2022,United States,Ground Transport,3.79598
21/05/2022,United States,Industry,2.9063
21/05/2022,United States,International Aviation,0.191084
21/05/2022,United States,Power,4.05086
21/05/2022,United States,Residential,1.30025
22/05/2022,United States,Domestic Aviation,0.377022
22/05/2022,United States,Ground Transport,3.9208
22/05/2022,United States,Industry,2.78993
22/05/2022,United States,International Aviation,0.189107
22/05/2022,United States,Power,3.88866
22/05/2022,United States,Residential,1.4845
23/05/2022,United States,Domestic Aviation,0.402681
23/05/2022,United States,Ground Transport,3.73716
23/05/2022,United States,Industry,2.69572
23/05/2022,United States,International Aviation,0.196578
23/05/2022,United States,Power,3.75735
23/05/2022,United States,Residential,1.69546
24/05/2022,United States,Domestic Aviation,0.433644
24/05/2022,United States,Ground Transport,4.6307
24/05/2022,United States,Industry,2.71008
24/05/2022,United States,International Aviation,0.184495
24/05/2022,United States,Power,3.77736
24/05/2022,United States,Residential,1.63468
25/05/2022,United States,Domestic Aviation,0.429368
25/05/2022,United States,Ground Transport,4.8635
25/05/2022,United States,Industry,2.65258
25/05/2022,United States,International Aviation,0.18546
25/05/2022,United States,Power,3.69722
25/05/2022,United States,Residential,1.20492
26/05/2022,United States,Domestic Aviation,0.449292
26/05/2022,United States,Ground Transport,4.90776
26/05/2022,United States,Industry,2.57721
26/05/2022,United States,International Aviation,0.194929
26/05/2022,United States,Power,3.59217
26/05/2022,United States,Residential,0.753151
27/05/2022,United States,Domestic Aviation,0.442182
27/05/2022,United States,Ground Transport,4.91949
27/05/2022,United States,Industry,2.76455
27/05/2022,United States,International Aviation,0.192962
27/05/2022,United States,Power,3.85329
27/05/2022,United States,Residential,0.553583
28/05/2022,United States,Domestic Aviation,0.395797
28/05/2022,United States,Ground Transport,3.7727
28/05/2022,United States,Industry,2.66727
28/05/2022,United States,International Aviation,0.196983
28/05/2022,United States,Power,3.7177
28/05/2022,United States,Residential,0.625593
29/05/2022,United States,Domestic Aviation,0.366061
29/05/2022,United States,Ground Transport,3.9208
29/05/2022,United States,Industry,2.29627
29/05/2022,United States,International Aviation,0.187542
29/05/2022,United States,Power,3.20059
29/05/2022,United States,Residential,0.525534
30/05/2022,United States,Domestic Aviation,0.394321
30/05/2022,United States,Ground Transport,3.73716
30/05/2022,United States,Industry,2.32135
30/05/2022,United States,International Aviation,0.195621
30/05/2022,United States,Power,3.23555
30/05/2022,United States,Residential,0.600823
31/05/2022,United States,Domestic Aviation,0.401463
31/05/2022,United States,Ground Transport,4.6307
31/05/2022,United States,Industry,2.66594
31/05/2022,United States,International Aviation,0.190369
31/05/2022,United States,Power,3.71584
31/05/2022,United States,Residential,0.534048
01/06/2022,United States,Domestic Aviation,0.427247
01/06/2022,United States,Ground Transport,4.8739
01/06/2022,United States,Industry,2.69424
01/06/2022,United States,International Aviation,0.192401
01/06/2022,United States,Power,4.53622
01/06/2022,United States,Residential,2.81202
02/06/2022,United States,Domestic Aviation,0.425162
02/06/2022,United States,Ground Transport,4.91826
02/06/2022,United States,Industry,2.7406
02/06/2022,United States,International Aviation,0.194864
02/06/2022,United States,Power,4.61427
02/06/2022,United States,Residential,2.1787
03/06/2022,United States,Domestic Aviation,0.437398
03/06/2022,United States,Ground Transport,4.93001
03/06/2022,United States,Industry,2.65267
03/06/2022,United States,International Aviation,0.196167
03/06/2022,United States,Power,4.46624
03/06/2022,United States,Residential,1.86245
04/06/2022,United States,Domestic Aviation,0.404454
04/06/2022,United States,Ground Transport,3.79834
04/06/2022,United States,Industry,2.45055
04/06/2022,United States,International Aviation,0.198981
04/06/2022,United States,Power,4.12593
04/06/2022,United States,Residential,2.4835
05/06/2022,United States,Domestic Aviation,0.388115
05/06/2022,United States,Ground Transport,3.92919
05/06/2022,United States,Industry,2.22354
05/06/2022,United States,International Aviation,0.201024
05/06/2022,United States,Power,3.74372
05/06/2022,United States,Residential,1.75532
06/06/2022,United States,Domestic Aviation,0.413962
06/06/2022,United States,Ground Transport,3.74515
06/06/2022,United States,Industry,2.22021
06/06/2022,United States,International Aviation,0.199878
06/06/2022,United States,Power,3.73811
06/06/2022,United States,Residential,1.53312
07/06/2022,United States,Domestic Aviation,0.447288
07/06/2022,United States,Ground Transport,4.64061
07/06/2022,United States,Industry,2.58003
07/06/2022,United States,International Aviation,0.189975
07/06/2022,United States,Power,4.34393
07/06/2022,United States,Residential,1.64436
08/06/2022,United States,Domestic Aviation,0.442713
08/06/2022,United States,Ground Transport,4.8739
08/06/2022,United States,Industry,2.67343
08/06/2022,United States,International Aviation,0.194224
08/06/2022,United States,Power,4.50119
08/06/2022,United States,Residential,1.65682
09/06/2022,United States,Domestic Aviation,0.45163
09/06/2022,United States,Ground Transport,4.91826
09/06/2022,United States,Industry,2.67477
09/06/2022,United States,International Aviation,0.202488
09/06/2022,United States,Power,4.50344
09/06/2022,United States,Residential,1.4252
10/06/2022,United States,Domestic Aviation,0.455673
10/06/2022,United States,Ground Transport,4.93001
10/06/2022,United States,Industry,2.69747
10/06/2022,United States,International Aviation,0.197529
10/06/2022,United States,Power,4.54167
10/06/2022,United States,Residential,0.762179
11/06/2022,United States,Domestic Aviation,0.415403
11/06/2022,United States,Ground Transport,3.81577
11/06/2022,United States,Industry,2.58712
11/06/2022,United States,International Aviation,0.208913
11/06/2022,United States,Power,4.35588
11/06/2022,United States,Residential,0.758638
12/06/2022,United States,Domestic Aviation,0.397144
12/06/2022,United States,Ground Transport,3.92919
12/06/2022,United States,Industry,2.47146
12/06/2022,United States,International Aviation,0.195547
12/06/2022,United States,Power,4.16113
12/06/2022,United States,Residential,1.02818
13/06/2022,United States,Domestic Aviation,0.419593
13/06/2022,United States,Ground Transport,3.74515
13/06/2022,United States,Industry,2.5901
13/06/2022,United States,International Aviation,0.207179
13/06/2022,United States,Power,4.36089
13/06/2022,United States,Residential,1.58906
14/06/2022,United States,Domestic Aviation,0.444283
14/06/2022,United States,Ground Transport,4.64061
14/06/2022,United States,Industry,2.95101
14/06/2022,United States,International Aviation,0.19451
14/06/2022,United States,Power,4.96854
14/06/2022,United States,Residential,1.69611
15/06/2022,United States,Domestic Aviation,0.450252
15/06/2022,United States,Ground Transport,4.8739
15/06/2022,United States,Industry,2.96459
15/06/2022,United States,International Aviation,0.195767
15/06/2022,United States,Power,4.9914
15/06/2022,United States,Residential,1.34585
16/06/2022,United States,Domestic Aviation,0.442332
16/06/2022,United States,Ground Transport,4.91826
16/06/2022,United States,Industry,3.12292
16/06/2022,United States,International Aviation,0.20403
16/06/2022,United States,Power,5.25798
16/06/2022,United States,Residential,0.757232
17/06/2022,United States,Domestic Aviation,0.444812
17/06/2022,United States,Ground Transport,4.93001
17/06/2022,United States,Industry,3.13198
17/06/2022,United States,International Aviation,0.199951
17/06/2022,United States,Power,5.27323
17/06/2022,United States,Residential,0.995196
18/06/2022,United States,Domestic Aviation,0.411195
18/06/2022,United States,Ground Transport,3.7901
18/06/2022,United States,Industry,2.99376
18/06/2022,United States,International Aviation,0.210371
18/06/2022,United States,Power,5.04051
18/06/2022,United States,Residential,1.88577
19/06/2022,United States,Domestic Aviation,0.396139
19/06/2022,United States,Ground Transport,3.92919
19/06/2022,United States,Industry,2.40769
19/06/2022,United States,International Aviation,0.195152
19/06/2022,United States,Power,4.05376
19/06/2022,United States,Residential,2.94613
20/06/2022,United States,Domestic Aviation,0.41693
20/06/2022,United States,Ground Transport,3.74515
20/06/2022,United States,Industry,2.24091
20/06/2022,United States,International Aviation,0.204889
20/06/2022,United States,Power,3.77297
20/06/2022,United States,Residential,1.47768
21/06/2022,United States,Domestic Aviation,0.450421
21/06/2022,United States,Ground Transport,4.64061
21/06/2022,United States,Industry,2.64982
21/06/2022,United States,International Aviation,0.195194
21/06/2022,United States,Power,4.46144
21/06/2022,United States,Residential,0.822236
22/06/2022,United States,Domestic Aviation,0.43832
22/06/2022,United States,Ground Transport,4.8739
22/06/2022,United States,Industry,3.07373
22/06/2022,United States,International Aviation,0.199242
22/06/2022,United States,Power,5.17516
22/06/2022,United States,Residential,0.536135
23/06/2022,United States,Domestic Aviation,0.448995
23/06/2022,United States,Ground Transport,4.91826
23/06/2022,United States,Industry,3.2594
23/06/2022,United States,International Aviation,0.198837
23/06/2022,United States,Power,5.48778
23/06/2022,United States,Residential,0.615084
